name,price,category_id
Product 1249,275.2,1
Product 1250,457.33,1
Product 1251,422.41,1
Product 1252,219.61,1
Product 1253,274.77,1
Product 1254,376.73,2
Product 1255,269.09,2
Product 1256,207.35,2
Product 1257,289.68,1
Product 1258,236.23,1
Product 1259,408.39,1
Product 1260,113.19,1
Product 1261,429.61,2
Product 1262,458.58,2
Product 1263,474.88,1
Product 1264,86.35,2
Product 1265,359.08,1
Product 1266,257.61,1
Product 1267,88.82,1
Product 1268,434.05,2
Product 1269,185.55,1
Product 1270,329.35,2
Product 1271,53.82,2
Product 1272,209.87,2
Product 1273,363.34,1
Product 1274,71.84,1
Product 1275,484.61,1
Product 1276,213.54,2
Product 1277,497.62,2
Product 1278,262.59,2
Product 1279,292.02,1
Product 1280,400.43,1
Product 1281,477.29,1
Product 1282,147.63,1
Product 1283,259.86,2
Product 1284,63.04,2
Product 1285,361.11,2
Product 1286,185.06,1
Product 1287,211.25,2
Product 1288,181.92,1
Product 1289,334.47,2
Product 1290,306.54,1
Product 1291,106.26,2
Product 1292,351.56,2
Product 1293,484.63,2
Product 1294,316.64,1
Product 1295,486.78,2
Product 1296,199.07,2
Product 1297,106.82,2
Product 1298,408.17,2
Product 1299,267.99,2
Product 1300,431.08,2
Product 1301,384.89,2
Product 1302,426.92,1
Product 1303,50.03,2
Product 1304,342.01,1
Product 1305,256.01,2
Product 1306,99.8,2
Product 1307,294.05,2
Product 1308,123.55,1
Product 1309,313.43,2
Product 1310,261.2,2
Product 1311,71.75,2
Product 1312,265.14,2
Product 1313,43.65,2
Product 1314,457.12,2
Product 1315,130.24,1
Product 1316,302.91,2
Product 1317,310.48,2
Product 1318,167.6,1
Product 1319,203.56,1
Product 1320,5.99,2
Product 1321,67.04,2
Product 1322,44.31,2
Product 1323,284.94,2
Product 1324,358.66,1
Product 1325,491.53,2
Product 1326,48.18,2
Product 1327,277.82,2
Product 1328,418.52,2
Product 1329,306.75,2
Product 1330,20.29,2
Product 1331,198.49,2
Product 1332,92.4,2
Product 1333,332.24,2
Product 1334,494.28,2
Product 1335,328.86,2
Product 1336,456.31,1
Product 1337,285.23,2
Product 1338,15.24,1
Product 1339,247.88,2
Product 1340,289.11,1
Product 1341,17.29,2
Product 1342,288.02,2
Product 1343,424.99,1
Product 1344,45.95,2
Product 1345,116.72,2
Product 1346,472.7,2
Product 1347,276.1,1
Product 1348,141.82,2
Product 1349,368.19,1
Product 1350,379.52,2
Product 1351,78.62,2
Product 1352,68.62,2
Product 1353,136.85,1
Product 1354,347.38,2
Product 1355,41.79,2
Product 1356,30.5,2
Product 1357,475.73,2
Product 1358,61.28,2
Product 1359,310.21,1
Product 1360,22.84,2
Product 1361,314.6,1
Product 1362,37.43,1
Product 1363,73.46,1
Product 1364,51.74,2
Product 1365,276.24,2
Product 1366,414.52,1
Product 1367,154.08,2
Product 1368,416.43,2
Product 1369,444.13,2
Product 1370,30.23,2
Product 1371,403.45,2
Product 1372,213.37,2
Product 1373,34.31,2
Product 1374,210.76,2
Product 1375,382.43,1
Product 1376,408.66,2
Product 1377,173.79,1
Product 1378,227.13,2
Product 1379,436.97,1
Product 1380,285.06,2
Product 1381,276.46,2
Product 1382,218.29,2
Product 1383,248.75,1
Product 1384,355.26,1
Product 1385,140.0,2
Product 1386,195.13,2
Product 1387,39.98,2
Product 1388,321.57,1
Product 1389,114.79,1
Product 1390,88.92,2
Product 1391,156.14,1
Product 1392,65.58,1
Product 1393,168.02,2
Product 1394,201.79,2
Product 1395,48.94,1
Product 1396,147.86,1
Product 1397,139.11,2
Product 1398,39.08,2
Product 1399,274.54,2
Product 1400,473.05,2
Product 1401,279.53,2
Product 1402,161.49,1
Product 1403,443.57,1
Product 1404,82.56,1
Product 1405,132.65,1
Product 1406,57.24,2
Product 1407,303.57,2
Product 1408,367.24,2
Product 1409,490.77,1
Product 1410,43.07,2
Product 1411,334.51,1
Product 1412,147.75,1
Product 1413,347.36,1
Product 1414,495.74,1
Product 1415,317.5,2
Product 1416,352.18,1
Product 1417,326.4,1
Product 1418,435.51,2
Product 1419,262.46,1
Product 1420,447.42,2
Product 1421,261.98,1
Product 1422,183.82,1
Product 1423,236.13,1
Product 1424,19.97,1
Product 1425,211.89,1
Product 1426,497.87,2
Product 1427,184.67,2
Product 1428,238.7,2
Product 1429,16.32,2
Product 1430,460.36,1
Product 1431,473.56,2
Product 1432,423.12,1
Product 1433,62.68,1
Product 1434,115.22,1
Product 1435,147.96,2
Product 1436,294.85,2
Product 1437,111.25,2
Product 1438,187.03,1
Product 1439,78.97,1
Product 1440,494.56,2
Product 1441,248.63,1
Product 1442,187.02,2
Product 1443,453.3,1
Product 1444,49.08,1
Product 1445,54.35,2
Product 1446,435.87,2
Product 1447,174.51,1
Product 1448,182.19,2
Product 1449,302.26,2
Product 1450,274.23,1
Product 1451,238.03,1
Product 1452,148.96,1
Product 1453,492.94,2
Product 1454,266.4,1
Product 1455,346.88,1
Product 1456,125.9,2
Product 1457,382.5,2
Product 1458,38.81,1
Product 1459,19.69,1
Product 1460,105.56,1
Product 1461,388.52,2
Product 1462,106.8,1
Product 1463,336.38,1
Product 1464,497.5,1
Product 1465,358.21,2
Product 1466,422.15,1
Product 1467,249.6,1
Product 1468,288.11,2
Product 1469,237.1,2
Product 1470,263.88,1
Product 1471,370.95,1
Product 1472,418.38,2
Product 1473,72.24,1
Product 1474,230.09,1
Product 1475,166.39,2
Product 1476,237.62,1
Product 1477,59.99,1
Product 1478,448.27,2
Product 1479,56.48,1
Product 1480,183.1,2
Product 1481,425.28,2
Product 1482,153.48,2
Product 1483,449.08,2
Product 1484,17.61,1
Product 1485,485.91,2
Product 1486,427.03,2
Product 1487,76.94,2
Product 1488,484.08,2
Product 1489,143.98,1
Product 1490,81.81,1
Product 1491,230.81,2
Product 1492,372.82,2
Product 1493,92.56,2
Product 1494,150.04,1
Product 1495,63.41,2
Product 1496,294.18,2
Product 1497,428.18,1
Product 1498,131.97,1
Product 1499,41.32,1
Product 1500,141.43,1
Product 1501,202.12,1
Product 1502,172.91,1
Product 1503,351.42,1
Product 1504,363.02,1
Product 1505,121.66,1
Product 1506,164.23,2
Product 1507,295.27,1
Product 1508,17.26,1
Product 1509,205.07,2
Product 1510,352.49,2
Product 1511,290.76,2
Product 1512,124.21,1
Product 1513,311.55,1
Product 1514,78.35,2
Product 1515,401.67,2
Product 1516,150.53,1
Product 1517,486.32,1
Product 1518,50.8,2
Product 1519,389.27,2
Product 1520,27.18,2
Product 1521,464.81,2
Product 1522,299.89,1
Product 1523,17.02,1
Product 1524,41.45,1
Product 1525,8.11,1
Product 1526,442.64,2
Product 1527,14.15,1
Product 1528,469.03,1
Product 1529,296.32,2
Product 1530,191.96,2
Product 1531,192.3,2
Product 1532,170.77,2
Product 1533,248.04,2
Product 1534,173.65,1
Product 1535,192.98,2
Product 1536,229.53,2
Product 1537,496.32,2
Product 1538,445.63,2
Product 1539,262.76,2
Product 1540,66.15,2
Product 1541,355.15,2
Product 1542,193.54,1
Product 1543,414.2,2
Product 1544,343.5,1
Product 1545,242.92,2
Product 1546,247.24,1
Product 1547,333.0,2
Product 1548,108.26,2
Product 1549,425.82,2
Product 1550,436.52,2
Product 1551,257.02,1
Product 1552,94.29,2
Product 1553,134.37,1
Product 1554,167.92,2
Product 1555,237.12,1
Product 1556,142.4,1
Product 1557,135.06,1
Product 1558,22.81,1
Product 1559,309.76,1
Product 1560,134.24,2
Product 1561,329.64,1
Product 1562,307.55,2
Product 1563,15.33,2
Product 1564,276.77,1
Product 1565,197.22,1
Product 1566,191.6,2
Product 1567,358.43,2
Product 1568,390.3,1
Product 1569,104.48,1
Product 1570,119.28,1
Product 1571,297.07,1
Product 1572,250.85,1
Product 1573,161.75,2
Product 1574,186.84,1
Product 1575,323.0,1
Product 1576,159.7,2
Product 1577,69.45,2
Product 1578,90.63,2
Product 1579,142.86,2
Product 1580,355.84,1
Product 1581,65.73,2
Product 1582,66.97,1
Product 1583,336.06,1
Product 1584,249.84,2
Product 1585,114.71,2
Product 1586,459.33,1
Product 1587,113.35,2
Product 1588,28.34,2
Product 1589,298.81,1
Product 1590,275.9,2
Product 1591,190.44,2
Product 1592,238.49,1
Product 1593,72.55,1
Product 1594,136.33,2
Product 1595,299.19,2
Product 1596,386.01,1
Product 1597,221.67,2
Product 1598,156.46,1
Product 1599,6.19,2
Product 1600,117.73,2
Product 1601,111.8,2
Product 1602,175.12,1
Product 1603,462.87,2
Product 1604,300.56,2
Product 1605,206.57,2
Product 1606,9.65,1
Product 1607,159.66,1
Product 1608,345.73,1
Product 1609,121.15,2
Product 1610,124.91,1
Product 1611,337.17,2
Product 1612,330.06,2
Product 1613,34.28,2
Product 1614,365.82,1
Product 1615,348.49,2
Product 1616,273.41,2
Product 1617,339.54,1
Product 1618,461.1,1
Product 1619,404.53,2
Product 1620,446.38,1
Product 1621,52.63,1
Product 1622,259.38,2
Product 1623,98.22,2
Product 1624,123.62,2
Product 1625,242.43,1
Product 1626,492.59,1
Product 1627,407.21,1
Product 1628,460.64,2
Product 1629,498.33,1
Product 1630,485.94,2
Product 1631,352.35,2
Product 1632,167.36,2
Product 1633,296.1,2
Product 1634,356.27,1
Product 1635,171.85,1
Product 1636,137.27,2
Product 1637,220.19,2
Product 1638,279.35,1
Product 1639,448.0,1
Product 1640,299.16,2
Product 1641,208.44,2
Product 1642,156.94,1
Product 1643,478.49,1
Product 1644,96.01,2
Product 1645,319.27,2
Product 1646,72.79,2
Product 1647,460.81,2
Product 1648,37.83,1
Product 1649,336.35,2
Product 1650,429.9,2
Product 1651,300.5,2
Product 1652,22.46,2
Product 1653,50.84,2
Product 1654,108.3,1
Product 1655,488.42,2
Product 1656,24.22,2
Product 1657,185.44,2
Product 1658,486.22,2
Product 1659,146.41,2
Product 1660,202.6,1
Product 1661,75.3,1
Product 1662,156.36,1
Product 1663,457.34,1
Product 1664,299.21,2
Product 1665,380.51,2
Product 1666,475.67,1
Product 1667,328.53,2
Product 1668,360.39,2
Product 1669,210.39,1
Product 1670,9.97,1
Product 1671,21.21,2
Product 1672,474.04,2
Product 1673,474.6,2
Product 1674,224.49,2
Product 1675,127.71,2
Product 1676,161.1,1
Product 1677,295.2,2
Product 1678,11.22,1
Product 1679,86.94,1
Product 1680,280.89,1
Product 1681,35.6,2
Product 1682,111.75,1
Product 1683,338.68,1
Product 1684,11.95,2
Product 1685,234.03,1
Product 1686,177.85,2
Product 1687,250.74,1
Product 1688,67.24,1
Product 1689,307.1,2
Product 1690,465.04,1
Product 1691,460.31,1
Product 1692,61.62,1
Product 1693,331.86,1
Product 1694,233.83,1
Product 1695,443.79,2
Product 1696,188.62,1
Product 1697,253.84,1
Product 1698,490.14,2
Product 1699,457.38,1
Product 1700,398.81,1
Product 1701,182.93,2
Product 1702,238.88,1
Product 1703,157.06,2
Product 1704,167.59,1
Product 1705,384.12,2
Product 1706,136.66,1
Product 1707,121.98,2
Product 1708,318.8,1
Product 1709,489.36,1
Product 1710,332.64,2
Product 1711,250.31,2
Product 1712,59.53,1
Product 1713,233.08,1
Product 1714,344.85,1
Product 1715,237.33,1
Product 1716,90.01,2
Product 1717,121.55,2
Product 1718,288.21,1
Product 1719,228.99,2
Product 1720,324.61,1
Product 1721,94.56,2
Product 1722,376.74,1
Product 1723,147.0,1
Product 1724,423.55,1
Product 1725,322.19,1
Product 1726,341.03,2
Product 1727,475.34,2
Product 1728,449.91,2
Product 1729,130.43,1
Product 1730,246.0,1
Product 1731,175.71,2
Product 1732,34.67,1
Product 1733,311.3,2
Product 1734,434.31,1
Product 1735,240.55,1
Product 1736,97.7,2
Product 1737,395.12,1
Product 1738,438.52,2
Product 1739,280.88,1
Product 1740,178.43,2
Product 1741,53.47,2
Product 1742,33.78,1
Product 1743,366.08,2
Product 1744,11.23,2
Product 1745,308.77,2
Product 1746,334.97,2
Product 1747,150.8,1
Product 1748,492.14,2
Product 1749,435.28,1
Product 1750,38.89,1
Product 1751,377.11,1
Product 1752,172.99,2
Product 1753,496.15,1
Product 1754,259.74,1
Product 1755,18.94,2
Product 1756,402.47,1
Product 1757,311.9,1
Product 1758,276.2,2
Product 1759,17.53,2
Product 1760,353.78,1
Product 1761,118.6,2
Product 1762,257.4,1
Product 1763,284.07,2
Product 1764,274.83,2
Product 1765,58.94,2
Product 1766,406.18,2
Product 1767,211.03,1
Product 1768,114.66,1
Product 1769,13.42,1
Product 1770,146.59,2
Product 1771,102.48,1
Product 1772,122.07,1
Product 1773,183.35,2
Product 1774,14.91,2
Product 1775,426.85,2
Product 1776,346.8,1
Product 1777,343.81,1
Product 1778,87.64,1
Product 1779,220.71,2
Product 1780,85.19,2
Product 1781,418.57,1
Product 1782,349.17,1
Product 1783,234.43,2
Product 1784,355.61,1
Product 1785,477.05,1
Product 1786,310.66,2
Product 1787,353.57,1
Product 1788,443.32,2
Product 1789,163.17,2
Product 1790,278.19,2
Product 1791,459.8,2
Product 1792,38.55,1
Product 1793,447.52,2
Product 1794,306.39,2
Product 1795,469.56,2
Product 1796,267.76,1
Product 1797,415.78,1
Product 1798,322.93,2
Product 1799,461.99,1
Product 1800,400.32,1
Product 1801,287.11,2
Product 1802,327.81,1
Product 1803,77.24,2
Product 1804,132.87,2
Product 1805,383.39,2
Product 1806,230.82,2
Product 1807,323.51,1
Product 1808,133.66,2
Product 1809,483.09,2
Product 1810,373.68,1
Product 1811,218.89,2
Product 1812,487.26,1
Product 1813,235.16,2
Product 1814,378.19,2
Product 1815,253.8,2
Product 1816,477.01,1
Product 1817,431.94,2
Product 1818,453.36,2
Product 1819,125.27,1
Product 1820,175.42,2
Product 1821,343.54,1
Product 1822,264.78,2
Product 1823,259.88,1
Product 1824,448.72,2
Product 1825,6.28,2
Product 1826,76.7,2
Product 1827,98.19,1
Product 1828,459.33,1
Product 1829,285.44,1
Product 1830,338.04,2
Product 1831,433.9,1
Product 1832,436.0,1
Product 1833,93.25,2
Product 1834,437.59,1
Product 1835,484.0,1
Product 1836,64.11,1
Product 1837,190.72,1
Product 1838,176.93,2
Product 1839,393.37,2
Product 1840,494.59,1
Product 1841,333.54,2
Product 1842,352.71,2
Product 1843,380.48,2
Product 1844,247.24,1
Product 1845,261.19,2
Product 1846,102.8,2
Product 1847,172.26,2
Product 1848,392.24,1
Product 1849,157.14,1
Product 1850,461.8,2
Product 1851,72.05,1
Product 1852,453.9,2
Product 1853,211.98,1
Product 1854,348.1,1
Product 1855,114.79,1
Product 1856,282.52,2
Product 1857,132.5,1
Product 1858,49.77,2
Product 1859,10.18,1
Product 1860,448.41,1
Product 1861,116.22,1
Product 1862,434.38,1
Product 1863,425.74,1
Product 1864,229.83,2
Product 1865,288.82,2
Product 1866,361.61,1
Product 1867,35.05,2
Product 1868,385.16,2
Product 1869,26.69,2
Product 1870,151.18,1
Product 1871,195.85,1
Product 1872,87.33,2
Product 1873,483.97,1
Product 1874,148.64,2
Product 1875,303.1,2
Product 1876,254.56,2
Product 1877,157.53,2
Product 1878,69.75,2
Product 1879,477.42,1
Product 1880,379.88,1
Product 1881,201.4,2
Product 1882,494.47,1
Product 1883,75.65,2
Product 1884,220.41,1
Product 1885,13.78,2
Product 1886,290.84,1
Product 1887,223.15,2
Product 1888,287.43,2
Product 1889,331.0,2
Product 1890,104.97,1
Product 1891,288.79,1
Product 1892,494.69,1
Product 1893,401.12,2
Product 1894,342.07,2
Product 1895,272.51,1
Product 1896,243.77,2
Product 1897,455.44,1
Product 1898,360.37,2
Product 1899,162.72,1
Product 1900,354.07,1
Product 1901,457.44,1
Product 1902,78.89,1
Product 1903,67.33,1
Product 1904,460.71,1
Product 1905,167.58,2
Product 1906,441.4,1
Product 1907,223.87,2
Product 1908,173.71,2
Product 1909,260.76,1
Product 1910,347.12,1
Product 1911,58.47,2
Product 1912,390.73,1
Product 1913,55.25,2
Product 1914,430.91,1
Product 1915,165.16,1
Product 1916,161.95,1
Product 1917,249.54,1
Product 1918,82.32,1
Product 1919,135.46,1
Product 1920,179.98,1
Product 1921,330.74,2
Product 1922,392.55,2
Product 1923,106.91,2
Product 1924,243.54,2
Product 1925,100.43,2
Product 1926,489.02,1
Product 1927,359.76,2
Product 1928,76.05,2
Product 1929,344.0,2
Product 1930,130.86,2
Product 1931,120.98,2
Product 1932,278.06,2
Product 1933,163.22,1
Product 1934,236.46,2
Product 1935,63.94,2
Product 1936,489.83,2
Product 1937,208.15,1
Product 1938,360.54,1
Product 1939,223.23,1
Product 1940,70.07,1
Product 1941,139.76,1
Product 1942,489.6,2
Product 1943,326.28,2
Product 1944,240.51,1
Product 1945,438.21,1
Product 1946,471.73,1
Product 1947,99.12,2
Product 1948,270.05,1
Product 1949,39.87,2
Product 1950,16.09,1
Product 1951,392.59,2
Product 1952,341.41,2
Product 1953,294.16,1
Product 1954,479.12,1
Product 1955,41.19,1
Product 1956,140.64,1
Product 1957,98.71,1
Product 1958,292.46,2
Product 1959,16.22,2
Product 1960,462.62,2
Product 1961,249.27,2
Product 1962,308.29,1
Product 1963,356.14,1
Product 1964,278.46,1
Product 1965,49.45,1
Product 1966,151.7,2
Product 1967,377.28,2
Product 1968,61.05,1
Product 1969,379.92,2
Product 1970,219.71,1
Product 1971,198.68,1
Product 1972,8.59,2
Product 1973,207.7,1
Product 1974,430.71,1
Product 1975,428.33,1
Product 1976,454.32,2
Product 1977,484.05,2
Product 1978,351.11,1
Product 1979,156.57,2
Product 1980,469.6,2
Product 1981,417.32,1
Product 1982,401.98,2
Product 1983,56.11,2
Product 1984,223.85,2
Product 1985,27.46,2
Product 1986,443.85,2
Product 1987,249.53,1
Product 1988,283.91,2
Product 1989,339.36,1
Product 1990,396.47,2
Product 1991,232.05,2
Product 1992,283.81,1
Product 1993,151.42,1
Product 1994,337.14,1
Product 1995,251.86,1
Product 1996,50.35,2
Product 1997,58.56,2
Product 1998,346.06,1
Product 1999,220.99,1
Product 2000,369.89,2
Product 2001,299.91,2
Product 2002,373.83,1
Product 2003,366.38,2
Product 2004,151.03,2
Product 2005,104.78,2
Product 2006,398.52,2
Product 2007,193.21,1
Product 2008,169.11,1
Product 2009,243.04,2
Product 2010,309.36,2
Product 2011,195.72,2
Product 2012,427.44,2
Product 2013,121.28,2
Product 2014,250.47,2
Product 2015,338.99,2
Product 2016,238.48,1
Product 2017,468.49,2
Product 2018,350.38,1
Product 2019,386.67,1
Product 2020,148.0,2
Product 2021,79.88,1
Product 2022,130.6,2
Product 2023,128.99,2
Product 2024,471.38,1
Product 2025,117.63,1
Product 2026,266.17,2
Product 2027,222.11,1
Product 2028,353.34,2
Product 2029,78.92,1
Product 2030,263.69,1
Product 2031,118.96,2
Product 2032,268.2,2
Product 2033,221.5,2
Product 2034,258.62,1
Product 2035,485.59,1
Product 2036,270.86,1
Product 2037,447.77,2
Product 2038,54.26,2
Product 2039,273.18,2
Product 2040,36.5,2
Product 2041,202.86,1
Product 2042,405.55,1
Product 2043,159.69,2
Product 2044,367.21,1
Product 2045,382.11,1
Product 2046,239.21,2
Product 2047,33.41,1
Product 2048,137.28,2
Product 2049,16.64,1
Product 2050,391.46,1
Product 2051,137.48,2
Product 2052,139.37,1
Product 2053,463.32,2
Product 2054,256.71,1
Product 2055,261.32,1
Product 2056,66.52,2
Product 2057,473.11,2
Product 2058,51.36,1
Product 2059,257.19,1
Product 2060,284.36,1
Product 2061,71.32,1
Product 2062,140.37,1
Product 2063,43.88,1
Product 2064,447.18,2
Product 2065,96.89,2
Product 2066,173.89,1
Product 2067,74.5,2
Product 2068,307.07,1
Product 2069,299.14,1
Product 2070,351.87,2
Product 2071,439.18,2
Product 2072,291.21,1
Product 2073,458.91,1
Product 2074,285.26,1
Product 2075,324.18,1
Product 2076,372.92,1
Product 2077,240.87,1
Product 2078,125.28,1
Product 2079,274.22,1
Product 2080,184.75,2
Product 2081,202.62,1
Product 2082,68.3,1
Product 2083,195.07,1
Product 2084,217.04,2
Product 2085,438.8,1
Product 2086,480.58,1
Product 2087,47.93,2
Product 2088,412.19,1
Product 2089,91.8,1
Product 2090,352.84,2
Product 2091,409.54,2
Product 2092,362.04,2
Product 2093,283.21,2
Product 2094,467.61,1
Product 2095,285.96,1
Product 2096,7.05,1
Product 2097,198.01,1
Product 2098,318.49,2
Product 2099,408.15,2
Product 2100,242.39,2
Product 2101,426.5,2
Product 2102,402.76,1
Product 2103,52.76,1
Product 2104,402.28,2
Product 2105,352.06,2
Product 2106,108.45,2
Product 2107,313.29,1
Product 2108,114.25,1
Product 2109,420.94,2
Product 2110,475.62,1
Product 2111,123.7,2
Product 2112,425.0,1
Product 2113,172.85,2
Product 2114,306.92,1
Product 2115,386.61,1
Product 2116,452.31,2
Product 2117,269.09,1
Product 2118,143.53,1
Product 2119,201.49,1
Product 2120,282.52,1
Product 2121,127.09,2
Product 2122,83.61,2
Product 2123,336.47,2
Product 2124,167.36,2
Product 2125,8.92,1
Product 2126,278.68,2
Product 2127,195.89,2
Product 2128,66.86,1
Product 2129,344.52,2
Product 2130,311.99,2
Product 2131,326.79,2
Product 2132,268.73,2
Product 2133,482.49,1
Product 2134,21.73,2
Product 2135,432.32,1
Product 2136,434.76,2
Product 2137,27.23,1
Product 2138,468.48,2
Product 2139,408.32,1
Product 2140,33.23,1
Product 2141,439.61,1
Product 2142,34.85,2
Product 2143,186.78,1
Product 2144,332.39,2
Product 2145,302.64,2
Product 2146,24.33,2
Product 2147,84.25,2
Product 2148,49.08,2
Product 2149,477.72,1
Product 2150,430.88,1
Product 2151,369.51,1
Product 2152,140.68,1
Product 2153,55.05,2
Product 2154,28.54,1
Product 2155,378.96,2
Product 2156,499.88,2
Product 2157,262.2,1
Product 2158,20.11,2
Product 2159,210.18,1
Product 2160,52.12,1
Product 2161,177.59,1
Product 2162,186.94,1
Product 2163,141.02,1
Product 2164,180.75,1
Product 2165,126.9,1
Product 2166,345.03,1
Product 2167,46.46,2
Product 2168,305.24,1
Product 2169,115.35,1
Product 2170,382.67,1
Product 2171,462.48,1
Product 2172,9.84,1
Product 2173,286.69,2
Product 2174,342.02,2
Product 2175,387.29,2
Product 2176,463.65,1
Product 2177,394.07,2
Product 2178,163.01,1
Product 2179,86.1,2
Product 2180,498.91,1
Product 2181,202.02,2
Product 2182,424.78,2
Product 2183,254.64,2
Product 2184,356.54,2
Product 2185,417.94,1
Product 2186,151.37,1
Product 2187,333.03,2
Product 2188,377.44,1
Product 2189,70.84,2
Product 2190,176.58,2
Product 2191,28.71,2
Product 2192,302.98,2
Product 2193,114.28,2
Product 2194,338.28,2
Product 2195,262.56,2
Product 2196,116.39,1
Product 2197,169.56,1
Product 2198,368.23,2
Product 2199,150.66,1
Product 2200,242.26,2
Product 2201,106.62,2
Product 2202,410.94,1
Product 2203,443.96,1
Product 2204,11.6,1
Product 2205,94.84,1
Product 2206,166.85,2
Product 2207,179.92,1
Product 2208,480.43,2
Product 2209,330.85,2
Product 2210,285.8,1
Product 2211,17.44,1
Product 2212,93.64,1
Product 2213,480.86,2
Product 2214,458.97,1
Product 2215,62.85,2
Product 2216,290.54,2
Product 2217,65.16,1
Product 2218,74.24,1
Product 2219,444.01,1
Product 2220,410.98,1
Product 2221,467.88,1
Product 2222,200.78,2
Product 2223,125.94,2
Product 2224,194.58,2
Product 2225,46.49,1
Product 2226,458.27,2
Product 2227,350.32,2
Product 2228,479.83,2
Product 2229,182.03,1
Product 2230,182.93,2
Product 2231,269.29,2
Product 2232,260.87,1
Product 2233,413.3,2
Product 2234,13.01,1
Product 2235,38.08,1
Product 2236,27.08,1
Product 2237,394.18,2
Product 2238,267.12,1
Product 2239,135.18,1
Product 2240,110.28,1
Product 2241,57.09,1
Product 2242,373.15,1
Product 2243,86.75,1
Product 2244,219.49,2
Product 2245,52.8,2
Product 2246,464.85,1
Product 2247,438.79,2
Product 2248,194.62,1
Product 2249,318.78,2
Product 2250,219.18,2
Product 2251,420.93,1
Product 2252,74.62,1
Product 2253,359.68,2
Product 2254,353.47,1
Product 2255,483.43,2
Product 2256,412.28,1
Product 2257,476.3,1
Product 2258,273.58,1
Product 2259,82.16,1
Product 2260,453.84,2
Product 2261,274.14,2
Product 2262,116.93,1
Product 2263,352.67,1
Product 2264,328.58,1
Product 2265,355.29,2
Product 2266,364.69,2
Product 2267,158.74,2
Product 2268,354.41,1
Product 2269,462.02,2
Product 2270,102.06,1
Product 2271,423.76,2
Product 2272,53.52,2
Product 2273,6.85,2
Product 2274,414.75,2
Product 2275,442.3,2
Product 2276,238.16,2
Product 2277,365.15,2
Product 2278,207.99,1
Product 2279,256.66,1
Product 2280,480.62,1
Product 2281,462.11,2
Product 2282,424.15,1
Product 2283,87.07,2
Product 2284,496.3,2
Product 2285,138.49,1
Product 2286,27.24,2
Product 2287,247.8,2
Product 2288,336.52,1
Product 2289,217.59,1
Product 2290,181.15,2
Product 2291,167.06,2
Product 2292,292.36,2
Product 2293,359.79,1
Product 2294,462.29,1
Product 2295,252.3,1
Product 2296,68.95,1
Product 2297,491.59,1
Product 2298,285.5,1
Product 2299,276.94,1
Product 2300,406.26,1
Product 2301,381.04,2
Product 2302,296.84,1
Product 2303,108.99,2
Product 2304,330.94,1
Product 2305,315.21,1
Product 2306,495.44,2
Product 2307,392.4,1
Product 2308,67.49,1
Product 2309,222.43,1
Product 2310,210.99,1
Product 2311,58.69,2
Product 2312,86.91,1
Product 2313,256.27,1
Product 2314,153.15,2
Product 2315,246.56,1
Product 2316,91.42,2
Product 2317,112.01,1
Product 2318,469.84,1
Product 2319,477.4,2
Product 2320,432.47,2
Product 2321,419.87,2
Product 2322,199.19,2
Product 2323,41.62,1
Product 2324,170.79,1
Product 2325,472.86,2
Product 2326,348.26,2
Product 2327,323.16,2
Product 2328,72.7,2
Product 2329,398.34,1
Product 2330,384.52,2
Product 2331,457.51,1
Product 2332,223.62,2
Product 2333,145.23,2
Product 2334,78.12,1
Product 2335,293.43,1
Product 2336,318.79,2
Product 2337,356.46,1
Product 2338,312.34,2
Product 2339,357.75,1
Product 2340,186.73,2
Product 2341,248.82,1
Product 2342,452.0,2
Product 2343,120.36,1
Product 2344,260.21,2
Product 2345,240.02,1
Product 2346,304.51,2
Product 2347,370.48,2
Product 2348,280.97,2
Product 2349,461.26,2
Product 2350,235.59,2
Product 2351,324.85,1
Product 2352,456.03,1
Product 2353,358.05,2
Product 2354,373.25,2
Product 2355,142.33,1
Product 2356,496.1,1
Product 2357,36.58,1
Product 2358,208.88,1
Product 2359,390.26,1
Product 2360,444.27,1
Product 2361,336.72,1
Product 2362,316.9,2
Product 2363,48.07,1
Product 2364,146.0,1
Product 2365,35.83,2
Product 2366,241.18,2
Product 2367,176.49,2
Product 2368,397.03,1
Product 2369,377.54,2
Product 2370,134.54,2
Product 2371,184.63,1
Product 2372,390.79,2
Product 2373,422.65,2
Product 2374,236.32,1
Product 2375,461.66,2
Product 2376,351.82,1
Product 2377,460.2,2
Product 2378,292.24,1
Product 2379,378.75,1
Product 2380,51.93,2
Product 2381,309.91,2
Product 2382,335.13,2
Product 2383,34.97,1
Product 2384,180.9,1
Product 2385,251.14,1
Product 2386,177.09,1
Product 2387,462.86,2
Product 2388,312.48,1
Product 2389,311.4,2
Product 2390,47.87,2
Product 2391,257.61,1
Product 2392,124.47,1
Product 2393,478.74,2
Product 2394,297.98,1
Product 2395,376.63,2
Product 2396,455.59,2
Product 2397,102.16,1
Product 2398,483.78,1
Product 2399,96.64,2
Product 2400,307.93,2
Product 2401,161.69,2
Product 2402,442.78,1
Product 2403,155.2,1
Product 2404,361.68,2
Product 2405,349.68,2
Product 2406,252.95,2
Product 2407,436.77,1
Product 2408,259.81,1
Product 2409,96.33,2
Product 2410,328.35,2
Product 2411,54.95,2
Product 2412,210.3,1
Product 2413,418.58,1
Product 2414,24.11,1
